Move,Type,Category,Power Modifier 1,Power,Power Modifier 2,Accuracy Modifier 1,Accuracy Modifier 2,Target,Effect
Uproar,Normal,SPECIAL,SPECIAL,3,,TOUGH,CHANNEL,Random Foe,Sound Based. All Pokémon on the Battlefield can not be affected by Sleep. If a Pokémon is Asleep that Pokemon will wake up. Lasts for 1 Turn.
V-Create,Fire,PHYSICAL,STRENGTH,7,,STRENGTH,BRAWL,Single Target,"Decrease the User's Dexterity, Defense, and Special Defense by 1. The User removes 1 Success from the Accuracy Roll."
Vacuum Wave,Fighting,SPECIAL,SPECIAL,2,,SPIRIT,CHANNEL,Single Target,Priority +1.
Venom Drench,Poison,SUPPORT,,0,,SPECIAL,CHANNEL,Multiple Targets,"If the Target is effected by Poison, or Badly Poison, decrease the Target's Strength, Special and Dexterity by 1."
Venoshock,Poison,SPECIAL,SPECIAL,2,,DEXTERITY,CHANNEL,Single Target,"Add 3 Extra Dice to the Damage Pool If the Target is effected by Poison, or Badly Poisoned."
Vice Grip,Normal,PHYSICAL,STRENGTH,2,,STRENGTH,BRAWL,Single Target,-
Victory Dance,Fighting,SUPPORT,,,,COOL,PERFORM,User,"Increase the User's Strength, Dexterity, and Defense by 1."
Vine Whip,Grass,PHYSICAL,STRENGTH,2,,STRENGTH,BRAWL,Single Target,-
Vital Throw,Fighting,PHYSICAL,STRENGTH,2,,DEXTERITY,ALERT,Single Target,Priority -1. Vital Throw can not be Evaded and ignores the User's Accuracy decreases.
Volt Switch,Electric,SPECIAL,SPECIAL,2,,DEXTERITY,CHANNEL,Single Target,User Switcher Move.
Volt Tackle,Electric,PHYSICAL,STRENGTH,5,,STRENGTH,BRAWL,Single Target,Recoil Move. On a Chance Dice roll of 10 Paralyze the Target. The User receives 3 Neutral damage. 
Wake-Up Slap,Fighting,PHYSICAL,STRENGTH,3,,DEXTERITY,BRAWL,Single Target,Add 3 extra dice to the Damage Pool if the Target is Asleep. The Target immediately wakes up.
Water Gun,Water,SPECIAL,SPECIAL,2,,SPECIAL,CHANNEL,Single Target,-
Water Pledge,Water,SPECIAL,SPECIAL,3,,WILL,NATURE,Single Target,All Chance Dice are rolled twice. Lasts for 5 Turns.
Water Pulse,Water,SPECIAL,SPECIAL,2,,SPIRIT,CHANNEL,Single Target,On a Chance Dice roll of 8 or higher Confuse the Target.
Water Shuriken,Water,PHYSICAL,STRENGTH,1,,DEXTERITY,CHANNEL,Single Target,Priority +1. Ranged. Successive Actions.
Water Sport,Water,SUPPORT,,0,,SPECIAL,CHANNEL,Battlefield,All Fire-Type moves can not add their Base Power to the Damage Pool. Lasts for 5 Turns.
Water Spout,Water,SPECIAL,SPECIAL,6,,SPECIAL,CHANNEL,Multiple Targets,Decrease 1 dice from the Damage Pool for every missing HP the User has. Up to 5 dice may be removed this way.
Waterfall,Water,PHYSICAL,STRENGTH,3,,STRENGTH,BRAWL,Single Target,On a Chance Dice roll of 8 or higher Flinch the Target.
Wave Crash,Water,SPECIAL,STRENGTH,5,,ENDURANCE,BRAWL,Single Target,Recoil Move. The User receives 3 Neutral damage. 
Weather Ball,Normal,SPECIAL,SPECIAL,2,,SPECIAL,NATURE,Single Target,Add 2 extra dice to the Damage Roll if a Weather is in effect. Weather Ball's Typing changes based on the Weather. Weather Ball's Type is Fire under the effects of Sunny Weather. Weather Ball's Type is Water under the effects of Rain. Weather Ball's Type is Ice under the effects of Hail. Weather Ball's Type is Rock under the effects of Sandstorm. Weather Ball's Type is Normal under the effects of all other Weathers.
Whirlpool,Water,SPECIAL,SPECIAL,2,,DEXTERITY,CHANNEL,Single Target,"Block. Deal 1 Neutral damage at the end of the Turn. This effect does not stack with other similar moves. Add 2 extra damage dice to the Damage Pool if the Target is charging the move Dive. Lasts for 5 Turns, unless the user swaps out. The User removes 1 Success from the Accuracy Roll."
Whirlwind,Normal,SUPPORT,,0,,DEXTERITY,NATURE,Single Target,Priority -6. Target Switcher Move. Whirlwind can not be Evaded and ignores the User's Accuracy decreases.
Wicked Blow,Dark,PHYSICAL,STRENGTH,3,,STRENGTH,BRAWL,Single Target,Fist Based. Wicked Blow is always a Critical Hit. 
Wide Guard,Rock,SUPPORT,,0,,ENDURANCE,BRAWL,User and Allies,"Priority +3. Shield Move. Decrease any damage the User and Allies would receive from all Actions by a Physical or Special Multiple Targets, and Area move to zero."
Wild Charge,Electric,PHYSICAL,STRENGTH,3,,DEXTERITY,BRAWL,Single Target,Recoil Move. The User receives 2 Neutral damage. 
Wildbolt Storm,Electric,SPECIAL,SPECIAL,4,,SPECIAL,CHANNEL,Single Target,On a Chance Dice roll of 9 or higher Paralyze the Target. The User removes 2 Successes from the Accuracy Roll.
Will-O-Wisp,Fire,SUPPORT,,0,,SPIRIT,NATURE,Single Target,The Target is Burned. The User removes 1 Success from the Accuracy Roll.
Wing Attack,Flying,PHYSICAL,STRENGTH,2,,DEXTERITY,BRAWL,Single Target,-
Wish,Normal,SUPPORT,,0,,WILL,CHANNEL,User,"The User restores 3 HP. The User will gain the effects of Wish at the start of the next Turn. If the User faints or is swapped before Wish's effects activate, the swapped Pokemon will restore 3 HP at the start of the next Turn instead."
Withdraw,Water,SUPPORT,,0,,ENDURANCE,BRAWL,User,Increase the User's Defense by 1.
Wonder Room,Psychic,SUPPORT,,0,,COOL,ETIQUETTE,Battlefield,"Defense will be calculated with Insight instead of Vitality, Special Defense will be calculated with Vitality instead of Insight. If Wonder Room is used again while the effects are already active, the effects end early. Lasts for 5 Turns."
Wood Hammer,Grass,PHYSICAL,STRENGTH,5,,STRENGTH,BRAWL,Single Target,Recoil Move. The User receives 3 Neutral damage. 
Work Up,Normal,SUPPORT,,0,,STRENGTH,ATHLETICS,User,Increase the User’s Strength and Special by 1.
Worry Seed,Grass,SUPPORT,,0,,SPECIAL,NATURE,Single Target,The Target’s Ability is Insomnia as long as the Target is on the Battlefield.
Wrap,Normal,PHYSICAL,STRENGTH,1,,STRENGTH,BRAWL,Single Target,"Block. Deal 1 Neutral damage at the end of the Turn. This effect does not stack with other similar moves. Lasts for 5 Turns, unless the User is switched. The User removes 1 Success from the Accuracy Roll."
Wring Out,Normal,PHYSICAL,STRENGTH,5,,STRENGTH,BRAWL,Single Target,Decrease 1 dice from the Damage Pool for every missing HP on the Target. Up to 4 Dice may be removed this way.
X-Scissor,Bug,PHYSICAL,STRENGTH,3,,STRENGTH,BRAWL,Single Target,-
Yawn,Normal,SUPPORT,,0,,CLEVER,ALLURE,Single Target,The Target is Asleep if the Target is not removed from the Battlefield by the end of the next Turn. Yawn can not be Evaded and ignores the User's Accuracy decreases.
Zap Cannon,Electric,SPECIAL,SPECIAL,5,,SPECIAL,CHANNEL,Single Target,The Target is Paralyzed. The User removes 5 Successes from the Accuracy Roll.
Zen Headbutt,Psychic,PHYSICAL,STRENGTH,3,,DEXTERITY,BRAWL,Single Target,On a Chance Dice roll of 9 or higher Flinch the Target. The User removes 1 Success from the Accuracy Roll.
Zing Zap ,Electric,PHYSICAL,STRENGTH,3,,DEXTERITY,BRAWL,Single Target,On a Chance Dice roll of 10 Flinch the Target.
