Number,Species,Type 1,Type 2,Base HP,Base Str,Dot Str,Base Dex,Dot Dex,Base End,Dot End,Base Sp,Dot Sp,Base Spirit,Dot Spirit,ABILITY 1,ABILITY 2,H.ABILITY,Evolves From,Evolution Method,Height,Weight
584,Vanilluxe,Ice,,7,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Ice Body,Snow Cloak,Weak Armor,Vanillish,Pro Rank,1.3,57.5
585,Deerling,Normal,Grass,6,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,1,⬤,1,⬤,Chlorophyll,Sap Sipper,Serene Grace,,,0.6,19.5
586,Sawsbuck,Normal,Grass,8,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Chlorophyll,Sap Sipper,Serene Grace,Deerling,Ace Rank,1.9,92.5
587,Emolga,Electric,Flying,5,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,Static,,Motor Drive,,,0.4,5
588,Karrablast,Bug,,5,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,1,⬤,2,⬤⬤,Swarm,Shed Skin,No Guard,,,0.5,5.9
589,Escavalier,Bug,Steel,7,4,⬤⬤⬤⬤,1,⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Swarm,Shell Armor,Overcoat,Karrablast,Link Cable,1,33
590,Foongus,Grass,Poison,6,2,⬤⬤,1,⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Effect Spore,,Regenerator,,,0.2,1
591,Amoonguss,Grass,Poison,11,3,⬤⬤⬤,1,⬤,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Effect Spore,,Regenerator,Foongus,Ace Rank,0.6,10.5
592,Frillish,Water,Ghost,5,1,⬤,1,⬤,2,⬤⬤,2,⬤⬤,3,⬤⬤⬤,Water Absorb,Cursed Body,Damp,,,1.2,33
593,Jellicent,Water,Ghost,10,2,⬤⬤,2,⬤⬤,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Water Absorb,Cursed Body,Damp,Frillish,Ace Rank,2.2,135
594,Alomomola,Water,,16,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,1,⬤,2,⬤⬤,Healer,Hydration,Regenerator,,,1.2,31.6
595,Joltik,Bug,Electric,5,2,⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Compound Eyes,Unnerve,Swarm,,,0.1,0.6
596,Galvantula,Bug,Electric,7,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,Compound Eyes,Unnerve,Swarm,Joltik,Ace Rank,0.8,14.3
597,Ferroseed,Grass,Steel,4,2,⬤⬤,1,⬤,3,⬤⬤⬤,1,⬤,3,⬤⬤⬤,Iron Barbs,,,,,0.6,18.8
598,Ferrothorn,Grass,Steel,7,3,⬤⬤⬤,1,⬤,4,⬤⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Iron Barbs,,Anticipation,Ferroseed,Ace Rank,1,110
599,Klink,Steel,,4,2,⬤⬤,1,⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Plus,Minus,Clear Body,,,0.3,21
600,Klang,Steel,,6,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Plus,Minus,Clear Body,Klink,Ace Rank,0.6,51
601,Klinklang,Steel,,6,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Plus,Minus,Clear Body,Klang,Pro Rank,0.6,81
602,Tynamo,Electric,,3,2,⬤⬤,2,⬤⬤,1,⬤,2,⬤⬤,1,⬤,Levitate,,,,,0.2,0.3
603,Eelektrik,Electric,,6,3,⬤⬤⬤,1,⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,Levitate,,,Tynamo,Ace Rank,1.2,22
604,Eelektross,Electric,,8,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Levitate,,,Eelektrik,Thunder Stone,2.1,80.5
605,Elgyem,Psychic,,5,2,⬤⬤,1,⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,Telepathy,Synchronize,Analytic,,,0.5,9
606,Beheeyem,Psychic,,7,3,⬤⬤⬤,1,⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,Telepathy,Synchronize,Analytic,Elgyem,Pro Rank,1,34.5
607,Litwick,Ghost,Fire,5,1,⬤,1,⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Flash Fire,Flame Body,Infiltrator,,,0.3,3.1
608,Lampent,Ghost,Fire,6,1,⬤,2,⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,Flash Fire,Flame Body,Infiltrator,Litwick,Pro Rank,0.6,13
609,Chandelure,Ghost,Fire,6,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,Flash Fire,Flame Body,Infiltrator,Lampent,Dusk Stone,1,34.3
610,Axew,Dragon,,4,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,1,⬤,1,⬤,Rivalry,Mold Breaker,Unnerve,,,0.6,18
611,Fraxure,Dragon,,6,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,1,⬤,2,⬤⬤,Rivalry,Mold Breaker,Unnerve,Axew,Ace Rank,1,36
612,Haxorus,Dragon,,7,4,⬤⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,Rivalry,Mold Breaker,Unnerve,Fraxure,Pro Rank,1.8,105.5
613,Cubchoo,Ice,,5,2,⬤⬤,1,⬤,1,⬤,2,⬤⬤,1,⬤,Snow Cloak,Slush Rush,Rattled,,,0.5,8.5
614,Beartic,Ice,,9,4,⬤⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Snow Cloak,Slush Rush,Swift Swim,Cubchoo,Ace Rank,2.6,260
615,Cryogonal,Ice,,8,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,Levitate,,,,,1.1,148
616,Shelmet,Bug,,5,1,⬤,1,⬤,3,⬤⬤⬤,1,⬤,2,⬤⬤,Hydration,Shell Armor,Overcoat,,,0.4,7.7
617,Accelgor,Bug,,8,2,⬤⬤,4,⬤⬤⬤⬤,1,⬤,3,⬤⬤⬤,2,⬤⬤,Hydration,Sticky Hold,Unburden,Shelmet,Link Cable,0.8,25.3
618,Stunfisk,Ground,Electric,10,2,⬤⬤,1,⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Static,Limber,Sand Veil,,,0.7,11
618,Galarian Stunfisk,Ground,Steel,10,3,⬤⬤⬤,1,⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Mimicry,,,,,0.7,20.5
619,Mienfoo,Fighting,,4,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Inner Focus,Regenerator,Reckless,,,0.9,20
620,Mienshao,Fighting,,6,4,⬤⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,Inner Focus,Regenerator,Reckless,,,1.4,35.5
621,Druddigon,Dragon,,7,4,⬤⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Rough Skin,Sheer Force,Mold Breaker,Mienshao,Pro Rank,1.6,139
622,Golett,Ground,Ghost,5,3,⬤⬤⬤,1,⬤,2,⬤⬤,1,⬤,2,⬤⬤,Iron Fist,Klutz,No Guard,,,1,92
623,Golurk,Ground,Ghost,8,4,⬤⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Iron Fist,Klutz,No Guard,Golett,Pro Rank,2.8,330
624,Pawniard,Dark,Steel,4,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,1,⬤,1,⬤,Defiant,Inner Focus,Pressure,,,0.5,10.2
625,Bisharp,Dark,Steel,6,4,⬤⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,Defiant,Inner Focus,Pressure,Pawniard,Pro Rank,1.6,70
626,Bouffalant,Normal,,9,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,1,⬤,3,⬤⬤⬤,Reckless,Sap Sipper,Soundproof,,,1.6,94.6
627,Rufflet,Normal,Flying,7,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,1,⬤,2,⬤⬤,Keen Eye,Sheer Force,Hustle,,,0.5,10.5
628,Braviary,Normal,Flying,10,4,⬤⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Keen Eye,Sheer Force,Defiant,Rufflet,Pro Rank,1.5,41
628,Hisuian Braviary,Psychic,Flying,11,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,Keen Eye,Sheer Force,Tinted Lens,Rufflet,Pro Rank,1.7,43.4
629,Vullaby,Dark,Flying,7,2,⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,Big Pecks,Overcoat,Weak Armor,,,0.5,9
630,Mandibuzz,Dark,Flying,11,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Big Pecks,Overcoat,Weak Armor,Vullaby,Pro Rank,1.2,39.5
631,Heatmor,Fire,,8,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,Gluttony,Flash Fire,White Smoke,,,1.4,58
632,Durant,Bug,Steel,5,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,Swarm,Hustle,Truant,,,0.3,33
633,Deino,Dark,Dragon,5,2,⬤⬤,1,⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Hustle,,,,,0.8,17.3
634,Zweilous,Dark,Dragon,7,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Hustle,,,Deino,Pro Rank,1.4,50
635,Hydreigon,Dark,Dragon,9,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,Levitate,,,Zweilous,Elite Rank,1.8,160
636,Larvesta,Bug,Fire,5,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Flame Body,,Swarm,,,1.1,28.8
637,Volcarona,Bug,Fire,8,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,Flame Body,,Swarm,Larvesta,Elite Rank,1.6,46
638,Cobalion,Steel,Fighting,9,3,⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Justified,,,,,2.1,250
639,Terrakion,Rock,Fighting,9,4,⬤⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Justified,,,,,1.9,260
640,Virizion,Grass,Fighting,9,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,Justified,,,,,2,200
641,Incarnate Forme Tornadus,Flying,,7,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,Prankster,,Defiant,,,1.5,63
641,Therian Forme Tornadus,Flying,,7,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Regenerator,,,,,1.4,63
642,Incarnate Forme Thundurus,Electric,Flying,7,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,Prankster,,Defiant,,,1.5,61
642,Therian Forme Thundurus,Electric,Flying,7,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,Volt Absorb,,,,,3,61
643,Reshiram,Dragon,Fire,10,4,⬤⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,4,⬤⬤⬤⬤,Turboblaze,,,,,3.2,330
644,Zekrom,Dragon,Electric,10,4,⬤⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,Teravolt,,,,,2.9,345
645,Incarnate Forme Landorus,Ground,Flying,8,4,⬤⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Sand Force,,Sheer Force,,,1.5,68
645,Therian Forme Landorus,Ground,Flying,8,4,⬤⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Intimidate,,,,,1.3,68
646,Kyurem,Dragon,Ice,12,4,⬤⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,Pressure,,,,,3,325
646,White Kyurem,Dragon,Ice,12,4,⬤⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,Turboblaze,,,,,3.6,325
646,Black Kyurem,Dragon,Ice,12,4,⬤⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,Teravolt,,,,,3.3,325
647,Ordinary Form Keldeo,Water,Fighting,9,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,Justified,,,,,1.4,48.5
647,Resolute Form Keldeo,Water,Fighting,9,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,Justified,,,,,1.4,48.5
648,Aria Forme Meloetta,Normal,Psychic,10,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,4,⬤⬤⬤⬤,Serene Grace,,,,,0.6,6.5
648,Pirouette Forme Meloetta,Normal,Fighting,10,4,⬤⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Serene Grace,,,,,0.6,6.5
649,Genesect,Bug,Steel,7,4,⬤⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,Download,,,,,1.5,82.5
650,Chespin,Grass,,5,2,⬤⬤,1,⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Overgrow,,Bulletproof,,,0.4,9
651,Quilladin,Grass,,6,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,Overgrow,,Bulletproof,Chespin,Amateur Rank,0.7,29
652,Chesnaught,Grass,Fighting,8,3,⬤⬤⬤,2,⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Overgrow,,Bulletproof,Quilladin,Ace Rank,1.6,90
653,Fennekin,Fire,,4,2,⬤⬤,2,⬤⬤,1,⬤,2,⬤⬤,2,⬤⬤,Blaze,,Magician,,,0.4,9.4
654,Braixen,Fire,,5,2,⬤⬤,2,⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,Blaze,,Magician,Fennekin,Amateur Rank,1,14.5
655,Delphox,Fire,Psychic,7,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Blaze,,Magician,Braixen,Ace Rank,1.5,39
656,Froakie,Water,,4,2,⬤⬤,2,⬤⬤,1,⬤,2,⬤⬤,1,⬤,Torrent,,Protean,,,0.3,7
657,Frogadier,Water,,5,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,Torrent,,Protean,Froakie,Amateur Rank,0.6,10.9
658,Greninja,Water,Dark,7,3,⬤⬤⬤,4,⬤⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,Torrent,Battle Bond,Protean,Frogadier,Ace Rank,1.5,40
659,Bunnelby,Normal,,3,1,⬤,2,⬤⬤,1,⬤,1,⬤,1,⬤,Pickup,Cheek Pouch,Huge Power,,,0.4,5
660,Diggersby,Normal,Ground,8,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Pickup,Cheek Pouch,Huge Power,Bunnelby,Amateur Rank,1,42.4
661,Fletchling,Normal,Flying,4,2,⬤⬤,2,⬤⬤,1,⬤,1,⬤,1,⬤,Big Pecks,,Gale Wings,,,0.3,1.7
662,Fletchinder,Fire,Flying,6,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Flame Body,,Gale Wings,Fletchling,Amateur Rank,0.7,16
663,Talonflame,Fire,Flying,7,3,⬤⬤⬤,4,⬤⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,Flame Body,,Gale Wings,Fletchinder,Ace Rank,1.2,24.5
664,Scatterbug,Bug,,3,1,⬤,1,⬤,1,⬤,1,⬤,1,⬤,Shield Dust,Compound Eyes,Friend Guard,,,0.3,2.5
665,Spewpa,Bug,,4,1,⬤,1,⬤,2,⬤⬤,1,⬤,1,⬤,Shed Skin,,Friend Guard,Scatterbug,Beginner Rank,0.3,8.4
666,Vivillon,Bug,Flying,8,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,Shield Dust,Compound Eyes,Friend Guard,Spewpa,Amateur Rank,1.2,17
667,Litleo,Fire,Normal,6,2,⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Rivalry,Unnerve,Moxie,,,0.6,13.5
668,Pyroar,Fire,Normal,8,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,Rivalry,Unnerve,Moxie,Litleo,Ace Rank,1.5,81.5
669,Flabébé,Fairy,,4,1,⬤,1,⬤,1,⬤,2,⬤⬤,3,⬤⬤⬤,Flower Veil,,Symbiosis,,,0.1,0.1
670,Floette,Fairy,,5,2,⬤⬤,2,⬤⬤,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Flower Veil,,Symbiosis,Flabébé,Amateur Rank,0.2,0.9
670,Eternal Flower Floette,Fairy,,7,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,4,⬤⬤⬤⬤,4,⬤⬤⬤⬤,Flower Veil,,,,,0.2,0.9
671,Florges,Fairy,,7,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,Flower Veil,,Symbiosis,Floette,Shiny Stone,0.9,31
672,Skiddo,Grass,,6,2,⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Sap Sipper,,Grass Pelt,,,1.1,10
673,Gogoat,Grass,,12,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Sap Sipper,,Grass Pelt,Skiddo,Ace Rank,1.7,91
674,Pancham,Fighting,,6,3,⬤⬤⬤,1,⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Iron Fist,Mold Breaker,Scrappy,,,0.6,8
675,Pangoro,Fighting,Dark,9,4,⬤⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,Iron Fist,Mold Breaker,Scrappy,Pancham,Ace Rank,2.1,136
676,Furfrou,Normal,,7,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,3,⬤⬤⬤,Fur Coat,,,,,1.2,28
677,Espurr,Psychic,,6,2,⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Keen Eye,Infiltrator,Own Tempo,,,0.3,3.5
678,Meowstic♂,Psychic,,7,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Keen Eye,Infiltrator,Prankster,Espurr,Amateur Rank,0.6,8.5
678,Meowstic♀,Psychic,,7,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Keen Eye,Infiltrator,Competitive,Espurr,Amateur Rank,0.6,8.5
679,Honedge,Steel,Ghost,4,3,⬤⬤⬤,1,⬤,3,⬤⬤⬤,1,⬤,1,⬤,No Guard,,,,,0.8,2
680,Doublade,Steel,Ghost,5,3,⬤⬤⬤,1,⬤,4,⬤⬤⬤⬤,2,⬤⬤,2,⬤⬤,No Guard,,,Honedge,Ace Rank,0.8,4.5
681,Shield Forme Aegislash,Steel,Ghost,6,2,⬤⬤,2,⬤⬤,4,⬤⬤⬤⬤,2,⬤⬤,4,⬤⬤⬤⬤,Stance Change,,,Doublade,Dusk Stone,1.7,53
681,Blade Forme Aegislash,Steel,Ghost,6,4,⬤⬤⬤⬤,2,⬤⬤,2,⬤⬤,4,⬤⬤⬤⬤,2,⬤⬤,Stance Change,,,Doublade,Dusk Stone,1.7,53
682,Spritzee,Fairy,,7,2,⬤⬤,1,⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Healer,,Aroma Veil,,,0.2,0.5
683,Aromatisse,Fairy,,10,2,⬤⬤,1,⬤,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Healer,,Aroma Veil,Spritzee,Sachet,0.8,15.5
684,Swirlix,Fairy,,6,2,⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Sweet Veil,,Unburden,,,0.4,3.5
685,Slurpuff,Fairy,,8,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Sweet Veil,,Unburden,Swirlix,Whipped Dream,0.8,5
686,Inkay,Dark,Psychic,5,2,⬤⬤,2,⬤⬤,2,⬤⬤,1,⬤,2,⬤⬤,Contrary,Suction Cups,Infiltrator,,,0.4,3.5
687,Malamar,Dark,Psychic,8,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Contrary,Suction Cups,Infiltrator,Inkay,Ace Rank,1.5,47
688,Binacle,Rock,Water,4,2,⬤⬤,2,⬤⬤,2,⬤⬤,1,⬤,2,⬤⬤,Tough Claws,Sniper,Pickpocket,,,0.5,31
689,Barbaracle,Rock,Water,7,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Tough Claws,Sniper,Pickpocket,Binacle,Ace Rank,1.3,96
690,Skrelp,Poison,Water,5,2,⬤⬤,1,⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Poison Point,Poison Touch,Adaptability,,,0.5,7.3
691,Dragalge,Poison,Dragon,6,3,⬤⬤⬤,1,⬤,3,⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,Poison Point,Poison Touch,Adaptability,Skrelp,Pro Rank,1.8,81.5
692,Clauncher,Water,,5,2,⬤⬤,1,⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Mega Launcher,,,,,0.5,8.3
693,Clawitzer,Water,,7,2,⬤⬤,2,⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,Mega Launcher,,,Clauncher,Ace Rank,1.3,35.3
694,Helioptile,Electric,Normal,4,1,⬤,2,⬤⬤,1,⬤,2,⬤⬤,1,⬤,Dry Skin,Sand Veil,Solar Power,,,0.5,6
695,Heliolisk,Electric,Normal,6,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Dry Skin,Sand Veil,Solar Power,Helioptile,Sun Stone,1,21
696,Tyrunt,Rock,Dragon,5,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,Strong Jaw,,Sturdy,,,0.8,26
697,Tyrantrum,Rock,Dragon,8,4,⬤⬤⬤⬤,2,⬤⬤,4,⬤⬤⬤⬤,2,⬤⬤,2,⬤⬤,Strong Jaw,,Rock Head,Tyrunt,Ace Rank,2.5,270
698,Amaura,Rock,Ice,7,2,⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Refrigerate,,Snow Warning,,,1.3,25.2
699,Aurorus,Rock,Ice,12,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Refrigerate,,Snow Warning,Amaura,Ace Rank,2.7,225
700,Sylveon,Fairy,,9,2,⬤⬤,2,⬤⬤,2,⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,Cute Charm,,Pixilate,Aurorus,Max Friendship,1,23.5
701,Hawlucha,Fighting,Flying,7,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,Limber,Unburden,Mold Breaker,,,0.8,21.5
702,Dedenne,Electric,Fairy,6,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,Cheek Pouch,Pickup,Plus,,,0.2,2.2
703,Carbink,Rock,Fairy,5,2,⬤⬤,2,⬤⬤,4,⬤⬤⬤⬤,2,⬤⬤,4,⬤⬤⬤⬤,Clear Body,,Sturdy,,,0.3,5.7
704,Goomy,Dragon,,4,2,⬤⬤,1,⬤,1,⬤,2,⬤⬤,3,⬤⬤⬤,Sap Sipper,Hydration,Gooey,,,0.3,2.8
705,Sliggoo,Dragon,,6,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Sap Sipper,Hydration,Gooey,Goomy,Ace Rank,0.8,17.5
705,Hisuian Sliggoo,Dragon,Steel,5,3,⬤⬤⬤,1,⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Sap Sipper,Shell Armor,Gooey,Goomy,Ace Rank,0.7,68.5
706,Goodra,Dragon,,9,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,Sap Sipper,Hydration,Gooey,Sliggoo,Pro Rank,2,150.5
706,Hisuian Goodra,Dragon,Steel,8,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,Sap Sipper,Shell Armor,Gooey,Sliggoo-Hisuian,Pro Rank,1.7,334.1
707,Klefki,Steel,Fairy,5,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Prankster,,Magician,,,0.2,3
708,Phantump,Ghost,Grass,4,2,⬤⬤,1,⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Natural Cure,Frisk,Harvest,,,0.4,7
709,Trevenant,Ghost,Grass,8,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Natural Cure,Frisk,Harvest,Phantump,Link Cable,1.5,71
710,Pumpkaboo,Ghost,Grass,4,2,⬤⬤,2,⬤⬤,2,⬤⬤,1,⬤,2,⬤⬤,Pickup,Frisk,Insomnia,,,0.4,5
